Utterance,Intent,Sentiment,User Action,Slot_Label,Slot_Value
Thanks for help,4,1,0,0,0
"hi, I want to buy a new phone",0,0,0,0,0
It should have OS Android and dual sim features,1,0,0,O O O O B-OS O B-Sim O O,"Android,D"
what is its cost ?,2,0,8,0,0
what color is it ?,2,0,2,0,0
"Oh, is it possible to get in Pearl White color ?",1,-1,0,O O O O O O O B-Color I-Color O O,Pearl White
but I would prefer in Pearl White,3,0,0,0,0
what's the price ?,2,0,8,0,0
"Okay, I will book this model",6,0,0,0,0
Thanks a lot ,4,1,0,0,0
"Hey, I am looking for a good phone",0,0,0,0,0
It should be gps phone with good memory and high secondary camera quality,1,0,0,O O O B-GPS O O B-RAM O O B-Internal_RAM O O O,"Y,High,High,High"
What is the price ?,2,0,8,0,0
Does it has DualSim ?,2,0,13,0,0
Is it new released phone ?,2,0,9,0,0
Oh I want recent released phone,1,-1,0,O O O O O O ,
I understand but I want a recent released phone,3,0,0,0,0
What is the cost ?,2,0,8,0,0
ok can you book it  for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hey, can you help me in buying a new phone ?",0,0,0,0,0
I want to buy a phone under 300 Euro with good memory backup.,1,0,0,O O O O O O O B-Cost I-Cost O B-RAM O O,"300-,High,High"
Does it has good camera ?,2,0,7,0,0
I hope it has DualSim feature in it.,2,0,13,0,0
what is its Display Size ? ,2,0,3,0,0
Oh that's big. I want small display size phone. ,1,-1,0,O O O O O B-Display_Size O O O,Small
ok can you book it for me,6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
"Hello, I want to buy a new phone.",0,0,0,0,0
I want to buy a phone with good camera quality and less weight,1,0,0,O O O O O O O B-Camera O O O B-weight_g O,"High,High,Less"
What is its battery ?,2,0,1,0,0
What color is it ?,2,0,2,0,0
what is its released year ?,2,0,9,0,0
What is its price ?,2,0,8,0,0
It is too costly for me. Do you have something in less ?,1,-1,0,O O O O O O O O O O O B-Cost O,Less
I have budget constraints,3,0,0,0,0
What is its price ?,2,0,8,0,0
ok can you book it for me,6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
"I need to buy a phone, am i at right place ?",0,0,0,0,0
A Phone which is good for selfie and high battery capacity,1,0,0,O O O O B-S_Camera O O O B-Battery O O,"High,High"
No thats all.,5,0,0,0,0
what about primary camera ?,2,0,7,0,0
Oh much lesssss! I want atleast 20 MP,3,-1,0,0,0
Could it be 20 MP or so ?,1,0,0,O O O B-P_Camera O O O O,20+
what is its both camera ? ,2,0,7,0,0
It sounds great.,3,1,0,0,0
Ok can you book it for me ?,6,0,0,0,0
Thanks for assistance.,4,1,0,0,0
I want a technologically advanced mobile phone,0,0,0,0,0
I want Oppo phone.,1,0,0,O O B-Brand O,Oppo
It should be under 350 Euro,1,0,0,O O O B-Cost I-Cost O,350-
What is its storage,2,0,5,0,0
oh that is less and it will not fulfill my need. I need a phone with more space,3,-1,0,0,0
What is its price ?,2,0,8,0,0
I will take it,6,0,0,0,0
Thanks a lot for your help,4,1,0,0,0
"Hey, I need phone info.",0,0,0,0,0
Phone should have more memory and less weight,1,0,0,O O O B-RAM O O B-Weight_G O,"High,High,Less"
What are their battery capacity ?,2,0,1,0,0
but I need 8000 mAH minimum,1,-1,0,O O O B-Battery O O,8000+
Okay then I will buy X9 Plus by Vivo,6,0,0,0,0
"OK, Thanks for information.",4,1,0,0,0
"Good Evening, I am in urgent need of a phone.",0,0,0,0,0
I don't have any specific mobile in my mind. You suggest me a good phone,1,0,0,O O O O O O O O O O O O O O O ,
What is its memory ?,2,0,5,0,0
What is its price ?,2,0,8,0,0
oh that's a bit on expensive side. My budget is less around 300 Euro. Can you suggest in less price ?,1,-1,0,O O O O O O O O O O B-Cost O B-Cost O O O O O O O O,300-
But my budget is limited.,3,0,0,0,0
What is its color ?,2,0,2,0,0
"Lovely, I will buy it.",6,0,0,0,0
Thanks a ton,4,1,0,0,0
"Hello, I want a good phone.",0,0,0,0,0
I want to buy a Motorola phone.,1,0,0,O O O O O B-Brand O,Motorola
What is its price ?,2,0,8,0,0
"Sorry I can't buy this, It is very costly. Do you have phone under 150 Euro ?",1,-1,0,O O O O O O O O O O O O O B-Cost B-Cost O O,150-
But I can't go beyond 150 Euro,3,0,0,0,0
What is its color ?,2,0,2,0,0
What is its internal RAM,2,0,5,0,0
I will take it.,6,0,0,0,0
Thanks a lot.,4,1,0,0,0
I wanna buy a phone which fulfills all my requirements.,0,0,0,0,0
Camera should be excellent and it should be in gold color,1,0,0,O O O B-P_Camera O O O O O B-Color O,"High,High,Gold"
How much storage does it offer ?,2,0,11,0,0
"oh, it seems less to me. Can you suggest a phone with 64 GB internal RAM",1,-1,0,O O O O O O O O O O O O B-Internal_RAM O O O,64 GB
How much is it for ?,2,0,8,0,0
"Okay, can you pack this phone ?",6,0,0,0,0
Thanks for help,4,1,0,0,0
"hi, i am in need of a new phone",0,0,0,0,0
I want gps operated phone with more space,1,0,0,O O B-GPS O O O B-RAM O,"Y,High,High"
What is its Display_Size ?,2,0,3,0,0
oh that seems less. Do you have higher display size ?,1,-1,0,O O O O O O O B-Display_Size O O O,Big
what is its battery ?,2,0,1,0,0
What is its color ?,2,0,2,0,0
"Okay, can you pack this phone ?",6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hi, I want a phone.",0,0,0,0,0
I want to buy a Vivo phone,1,0,0,O O O O O B-Brand O,Vivo
What is its camera quality ?,2,0,7,0,0
"But, I want 12 megapixel for Secondary Camera as well.4 MP seems very less",1,-1,0,O O O B-S_Camera O O O O O O O O O O,12
Still I would go for higher MP phone,3,0,0,0,0
"Cool, what is its memory ?",2,0,5,0,0
What is its cost ?,2,0,8,0,0
"Cool, I will purchase it.",6,0,0,0,0
Thanks a lot,4,1,0,0,0
I wanna buy a phone which fulfills all my requirements.,0,0,0,0,0
Camera should be excellent ,1,0,0,O O O B-Camera ,"High,High"
How much storage does it offer ?,2,0,11,0,0
And how about the Camera ?,2,0,7,0,0
"Oh, that’s great. How much is the price ?",2,0,8,0,0
What other phones do you have if I want more storage ?,1,0,0,O O O O O O O O O B-RAM O O,"High,High"
Still 32 GB seems too less as I watch lot of movies after downloading them in my phone so need more space.,3,-1,0,0,0
How much storage does it offer ?,2,0,11,0,0
How much is it for ?,2,0,8,0,0
"Okay, can you pack this phone ?",6,0,0,0,0
Thanks for help,4,1,0,0,0
"hi, can you help me in buying a phone ?",0,0,0,0,0
it should have good primary camera and good battery capacity,1,0,0,O O O O B-P_Camera O O B-Battery O O,"High,High"
how much does it cost ? ,2,0,8,0,0
"oh, is it possible in black ? ",1,-1,0,O O O O O B-Color O,Black
ok can you book it for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hi, can you please help me in selecting a phone ?",0,0,0,0,0
It should have big display and high memory.,1,0,0,O O O B-Display_Size O O B-RAM O,"Big,High,High"
"No, That's all.",5,0,0,0,0
what about it's RAM ?,2,0,11,0,0
Only 4 GB RAM ?,5,0,0,0,0
It is very low.,3,-1,0,0,0
I need phone with 6 GB RAM,1,0,0,O O O O B-RAM O O,6
How much it cost ? ,2,0,8,0,0
Ok book it for me.,6,0,0,0,0
Thank you,4,1,0,0,0
"Hello, can you help me in selecting a phone ?",0,0,0,0,0
 I want to buy a Gold color dualsim phone  for my son.,1,0,0,O O O O O B-Color O B-Sim O O O O,"Gold,D"
"I have budget constraints, it should be under 500 Euro",1,0,0,O O O O O O O B-Cost I-Cost O,500-
What is its storage ?,2,0,11,0,0
"Oh, that is too less, I want a phone of 2 GB RAM and 16 GB internal RAM",1,-1,0,O O O O O O O O O O B-RAM O O O B-Internal_RAM O O O,"2,16"
But still I would opt for higher ram,3,0,0,0,0
What is its price ?,2,0,8,0,0
"Perfect, I will take it. Kindly gift wrap it.",6,0,0,0,0
Thanks a ton,4,1,0,0,0
"Hi, I want to buy a phone for my daughter",0,0,0,0,0
"Yes, mobile should have good battery and good storage.",1,0,0,O O O O B-Battery O O  B-Internal_RAM O,"High,High"
What is its color ?,2,0,2,0,0
Oh but I am looking for black color,1,-1,0,O O O O O O B-Color O,Black
But black is my favourite color ,3,0,0,0,0
What is its cost ?,2,0,8,0,0
Ok book this one for me,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I am looking for a good phone ",0,0,0,0,0
"Yes, battery should lasts long as I have a field job",1,0,0,O O O O B-Battery O O O O O O,High
What is its cost ?,2,0,8,0,0
Oh that's out of my budget,1,-1,0,O O O O O B-Cost,Less
Yes I understand your point but still I don't have that much money to spend on,3,0,0,0,0
What is its color ?,2,0,2,0,0
I will take it then,6,0,0,0,0
Thannks a ton. You have been very helpful.,4,1,0,0,0
"Hey, I want to buy a phone",0,0,0,0,0
I want to buy Xperia X Performance by Motorola,1,0,0,O O O O B-Model I-Model I-Model O B-Brand ,"Xperia X Performance,Motorola"
How is the camera quality ?,2,0,7,0,0
That's very good. What is its display screen size ?,2,0,3,0,0
what is its internal RAM ?,2,0,5,0,0
"oh, I want high storage phone",1,-1,0,O O O B-RAM O O,"High,High"
But still I want higher storage phone,3,0,0,0,0
What is its price ?,2,0,8,0,0
"Perfect, I will take it. Kindly gift wrap it.",6,0,0,0,0
Thanks a ton,4,1,0,0,0
"Hello, I am in urgent need of a good phone.",0,0,0,0,0
I don't have much requirement. Camera quality is my primary focus.,1,0,0,O O O O O O O O O O B-P_Camera ,"High,High"
What is its primary and secondary camera quality ?,2,0,7,0,0
What is its Released Year ?,2,0,9,0,0
"oh, I want new  Released Year phone",1,-1,0,O O O B-Released_Yr O O O,new
But I am interested in buying latest phone,3,0,0,0,0
What is its price ?,2,0,8,0,0
I will buy it.,6,0,0,0,0
Thank you for your time,4,1,0,0,0
"Hi, can you please help me in selecting a phone ?",0,0,0,0,0
I want to buy phone with at least 15 MP primary camera,1,0,0,O O O O O O O O B-P_Camera O O O,15
How much does it cost ? ,2,0,8,0,0
Does it uses Android OS ?,2,0,6,0,0
I want in Android OS only.,1,0,0,O O O B-OS O O,And
Okay book this model for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I want to buy a new phone.",0,0,0,0,0
I want to buy a 2017 released phone with radio facility,1,0,0,O O O O O B-Released_Yr O O O O B-Radio,"2017,Y"
What is its battery ?,2,0,1,0,0
What color is it ?,2,0,2,0,0
What is its price ?,2,0,8,0,0
It is too costly for me. Do you have something in less ?,1,-1,0,O O O O O O O O O O O B-Cost O,Less
Then too it is a bit costly,3,0,0,0,0
What is its price ?,2,0,8,0,0
ok can you book it for me,6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
"Hey, I need phone info.",0,0,0,0,0
I want a DualSim Android phone,1,0,0,O O O B-Sim B-OS O,"D,And"
is it so ?,5,0,0,0,0
but it is out of my budget,1,-1,0,O O O O O O B-Cost,Less
it looks good enough.,3,1,0,0,0
Ok please complete the booking process.,6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
"I need to buy a phone, am i at right place ?",0,0,0,0,0
Phone which is good for selfie and high battery capacity,1,0,0,O O O B-S_Camera O O O B-Battery O O,"High,High"
No thats all.,5,0,0,0,0
what about battery ?,2,0,1,0,0
Oh much lesssss!,3,-1,0,0,0
Could it be 3000 mAH or so ?,1,0,0,O O O B-Battery O O O O,3000+
what is it's both camera ? ,2,0,7,0,0
It sounds great.,3,1,0,0,0
Thanks for assistance.,4,1,0,0,0
I wanna buy a phone which fulfills all my requirements.,0,0,0,0,0
I want to buy a trending phone,1,0,0,O O O O O O O,
what are its specification ?,2,0,11,0,0
oh but I want 6 GB RAM phone,1,-1,0,O O O O B-RAM O O O,6
But I do multitasking in my phone for which I would need 6 GB RAM Phone,3,0,0,0,0
it looks good.,3,1,0,0,0
Ok book this one for me,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, can you help me in selecting a phone ?",0,0,0,0,0
 I want to buy a white color dualsim phone  for my son.,1,0,0,O O O O O B-Color O B-Sim O O O O,"White,D"
"I have budget constraints, it should be under 400 Euro",1,0,0,O O O O O O O B-Cost I-Cost O,400-
What is its display size ?,2,0,3,0,0
I want a phone which has less display size,1,0,0,O O O O O O B-Display_Size O O,Small
But I am not comfortable carrying big phone,3,-1,0,0,0
What is its price ?,2,0,8,0,0
"Perfect, I will take it. Kindly gift wrap it.",6,0,0,0,0
Thanks a ton,4,1,0,0,0
I am in urgent need of a phone,0,0,0,0,0
I want a small Display Size phone with the internal RAM of 64 GB.,1,0,0,O O O B-Display_Size O O O O O O O O B-Internal_RAM O,"Small,64"
Sounds good. Does it has Radio jack ?,2,0,10,0,0
Does GPS works on it ?,2,0,4,0,0
"Okay, can you pack this phone ?",6,0,0,0,0
Thanks for help,4,1,0,0,0
I wanna buy a phone which fulfills all my requirements.,0,0,0,0,0
Camera should be excellent ,1,0,0,O O O B-P_Camera ,"High,High"
How much storage does it offer ?,2,0,5,0,0
And how about the Primary Camera ?,2,0,7,0,0
"Oh, that’s great. How much is the price ?",2,0,8,0,0
What other phones do you have if I want more storage ?,1,-1,0,O O O O O O O O O B-Internal_Ram O O,High
How much storage does it offer ?,2,0,5,0,0
How much is it for ?,2,0,8,0,0
"Oh no, that’s very expensive, help me with a cost-effective phone which has got both good camera and good storage.",1,-1,0,O O O O O O O O O B-Cost O O O O O O O O O O,Less
Yeah but my budget is less. I can't afford it,3,0,0,0,0
"Okay, can you pack this phone ?",6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hey, I want to gift a phone to my brother",0,0,0,0,0
"yes, I want a big display size GPS operated phone ",1,0,0,B-GPS O O O B-Display_Size  O O O O O,"Big,Y"
What is its price ?,2,0,8,0,0
Unfortunately that's too costly for me. Do you have something in less ?,1,-1,0,O O O O O O O O O O O B-Cost O,Less
"Yes, but i can't spend that much on my phone",3,0,0,0,0
What is its color ?,2,0,2,0,0
what is its weight ?,2,0,14,0,0
Sounds good to me. Please book it for me,6,0,0,0,0
Thanks for all your time.,4,1,0,0,0
"Good Evening, I am looking for a trending phone",0,0,0,0,0
 I need to have a phone that has high RAM and good battery life.,1,0,0,O O O O O O O O B-RAM O O B-Battery O O,"High,High"
What is its color ?,2,0,2,0,0
Does Radio works on it ?,2,0,10,0,0
"Oh, I want radio in my phone",1,-1,0,O O B-Radio O O O O,Y
But I often listen to Radio,3,0,0,0,0
What is its price ?,2,0,8,0,0
"Okay, I will take this phone.",6,1,0,0,0
thanks a ton,4,1,0,0,0
"Hey, I want to buy a phone.",0,0,0,0,0
I want a tripel sim phone.,1,0,0,O O O B-Sim O O,T
what is its camera quality ?,2,0,7,0,0
What is its color ?,2,0,2,0,0
I don't like black color. Do you have in some other color ?,1,-1,0,O B-Color O B-Color O O O O O O O O O,Color-Non_Black
what is its cost ?,2,0,8,0,0
"Okay, I will take this phone.",6,0,0,0,0
You are a very good salesman. Thanks a lot,4,1,0,0,0
I am looking for a good phone,0,0,0,0,0
I want a small display size phone with good internal RAM ,1,0,0,O O O B-Display_Size O O O O B-Internal_RAM O O,"Small,High"
I want in black color.,1,0,0,O O O B-Color O,Black
What is its OS ?,2,0,6,0,0
I don't want BlackBerry 7.1 OS phone. I am comfortable with Android operating phone,1,-1,0,O O O O O O O O O O O B-OS O O,Android
What color is it available in your store ?,2,0,2,0,0
"Okay, I will book it",6,0,0,0,0
Thanks a lot.,4,1,0,0,0
"Hello, I am in urgent need of a good phone.",0,0,0,0,0
I don't have much requirement. Camera quality is my primary focus.,1,0,0,O O O O O O B-P_Camera O O O O,"High,High"
What is its primary and secondary camera quality ?,2,0,7,0,0
"oh, I take too many selfie so I want higher quality secondary phone i.e 12 MP+. ",1,-1,0,O O O O O O O O O O O O O O B-S_Camera O,12+
True but my friend have suggested to go for phone with 12 MP secondary camera,3,0,0,0,0
What is its price ?,2,0,8,0,0
I will buy it.,6,0,0,0,0
Thank you for your time,4,1,0,0,0
"Hi, I want to buy a phone",0,0,0,0,0
I want recent released HTC phone.,1,0,0,O O O O B-Brand O,HTC
What is its cost ?,2,0,8,0,0
I am looking for a phone which is less that 250 Euro,1,0,0,O O O O O O O O B-Cost O B-Cost O,250-
Yeah but I have limited money so can't afford it,3,-1,0,0,0
I have no problem with the storage. I will buy U play.,6,0,0,0,0
Thanks a lot,4,1,0,0,0
"Hello, I am in search of  a good phone.",0,0,0,0,0
"No, It should be DualSim and GPS operated phone",1,0,0,O O O O B-Sim O B-GPS O O,"D,Y"
"Great, what is its ReleasedYear and ReleasedMonth ?",2,0,9,0,0
"oh, that's an old phone. Do you have recently released phone ?",1,-1,0,O O O O O O O O B-Released_Yr O O O,recent
But I would go for recently released phone,3,0,0,0,0
What is its cost ?,2,0,8,0,0
What is its weight,2,0,14,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
"Hi, I want to buy a phone",0,0,0,0,0
"Actually, I am not restricted to any particular model but i need to have a phone that have high memory.",1,0,0,O O O O O O O O O O O O O O O O O O B-RAM O,"High,High"
What is its memory ?,2,0,5,0,0
"Superb, What is its cost ?",2,0,8,0,0
"Unfortunately, that's too costly for me. Do you have 64 GB internal memory phone with lower price ?",1,-1,0,O O O O O O O O O B-Internal_RAM O O O O O B-Cost O O,"64,Less"
That is good to know but can't afford it,3,0,0,0,0
What is its color ?,2,0,2,0,0
I will take it.,6,0,0,0,0
Thanks a ton,4,1,0,0,0
"Hi, I am interested in buying a phone.",0,0,0,0,0
"Yes, it should be light weight and should have small screen",1,0,0,O O O O B-Weight_g O O O O B-Display_Size O,"Light,Small"
What is its color ?,2,0,2,0,0
"Oh, can you recommend  black color  light weight and small screen phone ?",1,0,0,O O O O B-Color O O O O O O O O,Black
But I don't like violet color,3,-1,0,0,0
What is its price ?,2,0,8,0,0
Lovely it is under my budget. I will buy it.,6,0,0,0,0
Thank you so much,4,1,0,0,0
"Good Evening, I am in urgent need of a phone.",0,0,0,0,0
I don't have any specific mobile in my mind. You suggest me a good phone,1,0,0,O O O O O O O O O O O O O O O,
